As of Date,Fund,Trustee Fund Number,Trustee Fund Name,Donor Code,Donor Name ,Donor Agency,Fiscal Year of Agreement,Contributions Paid In (USD),Contributions Outstanding (USD),Total Contribution (USD),Status
09/12/2012,MISC,TFM20248,BANGLADESH FIFTH DIMENSION UNDER SPA,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$3170073.10,$0.00,$3170073.10,LCLS
09/12/2012,MISC,TFM22699,Bangladesh Health and Population Reform Program (BHPRP),CA,Canada,Canadian International Development  Agency (CIDA),2000,$7328776.20,$0.00,$7328776.20,LCLS
09/12/2012,DS,TFM20249,BANGLADESH IBRD DEBT SERVICE (5TH DIMENSION),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$1913143.29,$0.00,$1913143.29,LCLS
09/12/2012,DS,TFM20974,BANGLADESH IBRD DEBT SERVICE (5TH DIMENSION),NO,Norway,Norway - Ministry of Foreign Affairs,2000,$3098613.37,$0.00,$3098613.37,LCLS
09/12/2012,BNPP,TF020187,Bank/Netherlands Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$232648537.09,$0.00,$232648537.09,LCLS
09/12/2012,MISC,TFM20254,BASIC EDUCATION PROJECT FOR THE REPUBLIC OF YEMEN,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$8226276.53,$0.00,$8226276.53,LCLS
09/12/2012,MISC,TFM21431,BASIC EDUCATION SECTOR CREDIT,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$3571200.82,$0.00,$3571200.82,LCLS
09/12/2012,WBGTF,TFM22965,BEIT JALA OLD CORE (BETHLEHEM 2000) AUSTRIAN COFINANCING,AT,Austria,Austria - Federal Ministry for Foreign Affairs (plus MDC),2000,$775019.46,$0.00,$775019.46,LCLS
09/12/2012,MISC,TF023289,BELGIAN (BADC) GRANT TO SAPRI - PARENT TF,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$500795.00,$0.00,$500795.00,LCLS
09/12/2012,CTF,TF020090,BELGIAN CONSULTANTS TRUST FUND,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$4625268.46,$0.00,$4625268.46,LCLS
09/12/2012,MISC,TFM21650,BELGIAN GRANT - FOURTH RAILWAY PROJ -ZAM,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$5135880.10,$0.00,$5135880.10,LCLS
09/12/2012,CTF,TF020186,BELGIUM CONSULTANT TRUST FUND,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$3852714.95,$0.00,$3852714.95,LCLS
09/12/2012,WBI,TF020549,BELGIUM/EDI COLLABORATIVE PROGRAM,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$2120699.57,$0.00,$2120699.57,LCLS
09/12/2012,WBI,TFM21610,BELGIUM/EDI PARTNERSHIP PROGRAM,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$154076.40,$0.00,$154076.40,LCLS
09/12/2012,SSATP,TFM26340,BELGIUM-URBAN PUBLIC TRANSPORT. STUDY,BE,Belgium,Belgium Directorate General for Development Cooperation (DGDC),2000,$1258286.78,$0.00,$1258286.78,LCLS
09/12/2012,WBGTF,TFM22273,BETHLEHEM 2000,IT,Italy,Italy - Ministry of Foreign Affairs,2000,$1953394.55,$0.00,$1953394.55,LCLS
09/12/2012,MISC,TFM23725,BETTER HEALTH IN AFRICA,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$100000.00,$0.00,$100000.00,LCLS
09/12/2012,MISC,TFM23726,BETTER HEALTH IN AFRICA - EXPERT PANEL,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$220771.42,$0.00,$220771.42,LCLS
09/12/2012,MISC,TFM20313,BETTER HEALTH IN AFRICA - EXPERT PANEL,X1,Private Non Profit Entities,,2000,$125854.00,$0.00,$125854.00,LCLS
09/12/2012,BHTF,TFM20537,BHZ - PUBLIC FINANCE STRUCTURAL ADJUSTMENT CREDIT PROJECT-PFSAC,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$22300000.00,$0.00,$22300000.00,LCLS
09/12/2012,GEFCO,TFM20957,BIODIVERSITY CONSERVATION & MANAGEMENT PROJECT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$6336650.00,$0.00,$6336650.00,LCLS
09/12/2012,MISC,TFM23715,BIODIVERSITY CONSERVATION PROJECT (BCP),CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$500432.33,$0.00,$500432.33,LCLS
09/12/2012,MISC,TFM28118,BIOLOGICAL DIVERSITY WORKSHOP,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$273407.28,$0.00,$273407.28,LCLS
09/12/2012,MISC,TFM24255,BITS BALTIC-RIGA REGIONAL MISSION,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$605514.49,$0.00,$605514.49,LCLS
09/12/2012,IFC,TF024460,BITS/IFC-TRUST FUND - SWEDEN,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$2319603.46,$0.00,$2319603.46,LCLS
09/12/2012,MISC,TFM23635,BITS/PHILIPPINES ENERGY FACILITY,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$4143973.48,$0.00,$4143973.48,LCLS
09/12/2012,MISC,TFM21708,BOLIVIA: EDUCATION REFORM PROJECT,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$508666.40,$0.00,$508666.40,LCLS
09/12/2012,MISC,TF023256,BOLIVIA-PARTICIPATORY RURAL INVESTMENT PROJECT,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$2149292.48,$0.00,$2149292.48,LCLS
09/12/2012,BHTF,TFM24010,BOSNIA - PRIORITY RECONSTRUCTION PROGRAM,X4,Other Entities,,2000,$9558269.38,$0.00,$9558269.38,LCLS
09/12/2012,BHTF,TFM24010,BOSNIA - PRIORITY RECONSTRUCTION PROGRAM,X4,Other Entities,,2000,$-4734997.73,$24369388.63,$19634390.90,LCLS
09/12/2012,BHTF,TFM20219,BOSNIA & HERZEGOVINA - EMERGENCY PILOT CREDIT PROJECT,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$1600000.00,$0.00,$1600000.00,LCLS
09/12/2012,BHTF,TFM21051,BOSNIA & HERZEGOVINA FORESTRY PROJECT - NORWEGIAN GRANT,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$2257232.89,$0.00,$2257232.89,LCLS
09/12/2012,DS,TFM20869,BOSNIA & HERZEGOVINA IBRD DEBT SERVICE,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$6500000.00,$0.00,$6500000.00,LCLS
09/12/2012,DS,TFM20872,BOSNIA & HERZEGOVINA IBRD DEBT SERVICE,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$6500000.00,$0.00,$6500000.00,LCLS
09/12/2012,DS,TFM20867,BOSNIA & HERZEGOVINA-1997 DEBT SERVICE-DUTCH GRANT #2,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$9100000.00,$0.00,$9100000.00,LCLS
09/12/2012,DS,TFM20868,BOSNIA AND HERZEGOVINA - IBRD DEBT REDUCTION #2 FOR 1997,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4500000.00,$0.00,$4500000.00,LCLS
09/12/2012,BHTF,TFM24076,BOSNIA AND HERZEGOVINA - LOCAL INIATIVES - AUSTRIAN GRANT,AT,Austria,Austria - Federal Chancellery,2000,$550835.52,$0.00,$550835.52,LCLS
09/12/2012,BHTF,TFM23669,BOSNIA AND HERZEGOVINA PROCUREMENT MONITORING & AUDIT MECHANISM,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$261442.00,$0.00,$261442.00,LCLS
09/12/2012,WBI,TFM22175,BP VIET NAM OVERSEAS FELLOWSHIPS,X1,Private Non Profit Entities,,2000,$245371.04,$0.00,$245371.04,LCLS
09/12/2012,BRF,TF020551,Brazil Rain Forest Trust Fund,US,United States,United States Agency for International Development (USAID),2000,$7300500.00,$0.00,$7300500.00,LCLS
09/12/2012,CTF,TF021050,BRAZILIAN CONSULTANTS TRUST FUND,BR,Brazil,Brazil-Ministry of Foreign Affairs,2000,$50000.00,$0.00,$50000.00,LCLS
09/12/2012,BRF,TFM21951,BRAZILIAN RAIN FOREST (CANADIAN GRANT 2),CA,Canada,Canadian International Development  Agency (CIDA),2000,$338856.70,$0.00,$338856.70,LCLS
09/12/2012,BRF,TFM21950,BRAZILIAN RAIN FOREST (CANADIAN GRANT),CA,Canada,Canadian International Development  Agency (CIDA),2000,$242568.03,$218.62,$242786.65,LCLS
09/12/2012,BRF,TF021945,Brazilian Rain Forest Trust Fund,CA,Canada,Canadian International Development  Agency (CIDA),2000,$738716.11,$0.00,$738716.11,ACTN
09/12/2012,BRF,TF021945,Brazilian Rain Forest Trust Fund,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$14051123.00,$0.00,$14051123.00,ACTN
09/12/2012,BRF,TF021945,Brazilian Rain Forest Trust Fund,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$2320350.00,$0.00,$2320350.00,ACTN
09/12/2012,BRF,TF021945,Brazilian Rain Forest Trust Fund,JP,Japan,Japan - Ministry of Finance,2000,$6797511.00,$0.00,$6797511.00,ACTN
09/12/2012,BRF,TF021945,Brazilian Rain Forest Trust Fund,US,United States,United States - Department of State,2000,$750000.00,$0.00,$750000.00,ACTN
09/12/2012,BRF,TF021945,Brazilian Rain Forest Trust Fund,US,United States,United States Agency for International Development (USAID),2000,$5500000.00,$0.00,$5500000.00,ACTN
09/12/2012,IFC,TFM26856,British Contribution to Africa Project Development Facility (APDF III),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$945108.11,$0.00,$945108.11,LCLS
09/12/2012,MISC,TFM21037,BUILDING ON A 20/20 INITIATIVE:,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$21007.64,$0.00,$21007.64,LCLS
09/12/2012,DS,TFM20368,BURKINA FASO - DEBT SERVICE 1997 - DUTCH GRANT,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4700729.44,$0.00,$4700729.44,LCLS
09/12/2012,DS,TFM22948,BURKINA FASO DUTCH GRANT FOR DEBT SERVICE TO IDA,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$7128333.65,$0.00,$7128333.65,LCLS
09/12/2012,DS,TFM20267,BURKINA FASO IBRD/IDA DEBT SERVICE,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4810480.77,$0.00,$4810480.77,LCLS
09/12/2012,DS,TFM20366,BURKINA FASO IBRD/IDA DEBT SERVICE 1996,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$4700729.44,$0.00,$4700729.44,LCLS
09/12/2012,IFC,TFM26165,Business Advisory Service for the Caribbean and Central America,JP,Japan,Japan - Ministry of Finance,2000,$278000.00,$0.00,$278000.00,LCLS
09/12/2012,IFC,TFM26165,Business Advisory Service for the Caribbean and Central America,MX,Mexico,MEXICO-SECRETARIA DE HACIENDA Y CREDITO PUBLICO,2000,$400000.00,$0.00,$400000.00,LCLS
09/12/2012,IFC,TFM26165,Business Advisory Service for the Caribbean and Central America,X3,International and Intergovernmental Organizations,,2000,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,MISC,TFM28145,CANADA - SPAAR REGIONAL WORKSHOPS,CA,Canada,Canadian International Development  Agency (CIDA),2000,$23963.00,$0.00,$23963.00,LCLS
09/12/2012,SSATP,TFM21500,CANADA - SSATP  MARITIME TRANSPORT ROUND TABLE COTONOU II,CA,Canada,Canadian International Development  Agency (CIDA),2000,$457456.54,$0.00,$457456.54,LCLS
09/12/2012,CTF,TF022615,CANADA CTF FOR C. & E. EUROPE - USD A/C(PHASE V),CA,Canada,Canadian International Development Agency Central and Eastern Europe Branch,2000,$8716927.28,$0.00,$8716927.28,LCLS
09/12/2012,CTF,TF022649,CANADA CTF FOR C. & E. EUROPE - USD A/C(PHASE VII),CA,Canada,Canadian International Development Agency Central and Eastern Europe Branch,2000,$1711477.74,$0.00,$1711477.74,LCLS
09/12/2012,POPS,TF023533,Canada Persistent Organic Pollutants Fund,CA,Canada,Canadian International Development  Agency (CIDA),2000,$13551053.59,$0.00,$13551053.59,LCLS
09/12/2012,CARB-H,TF023607,Canada Prototype Carbon Fund - Holding Trust Fund,CA,Canada,Canadian International Development  Agency (CIDA),2000,$10000000.00,$0.00,$10000000.00,ACTN
09/12/2012,IFC,TFM23585,CANADA/IFC DEA ENV.SURVEY OF PBS IN BRNO,CA,Canada,Canadian International Development  Agency (CIDA),2000,$133514.98,$0.00,$133514.98,LCLS
09/12/2012,IFC,TFM27915,CANADA/IFC LAND PRIVATIZATION IN RUSSIA,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1853845.00,$0.00,$1853845.00,LCLS
09/12/2012,IFC,TFM20326,CANADA/IFC-PRIVAT. OF COPPER CHEMICAL KOMBINANT,CA,Canada,Canadian International Development Agency Central and Eastern Europe Branch,2000,$213479.72,$0.00,$213479.72,LCLS
09/12/2012,SDA,TFM23140,CANADA-SDA IN SSA,CA,Canada,Canadian International Development  Agency (CIDA),2000,$807132.93,$0.00,$807132.93,LCLS
09/12/2012,SDA,TF023141,CANADA-SDA IN SSA II,CA,Canada,Canadian International Development  Agency (CIDA),2000,$2296015.05,$0.00,$2296015.05,LCLS
09/12/2012,WBGTF,TFM24114,CANADIAN COFINANCING FOR WBG COMMUNITY DEVELOPMENT PROJECT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$2787845.00,$0.00,$2787845.00,LCLS
09/12/2012,CTF,TF023450,CANADIAN CONSULTANT TF FOR ENVIRONMENT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$3388566.98,$0.00,$3388566.98,LCLS
09/12/2012,CTF,TF022210,CANADIAN CONSULTANT TRUST FUND (COUNTRY SPECIFIC),CA,Canada,Canadian International Development  Agency (CIDA),2000,$3190498.67,$0.00,$3190498.67,LCLS
09/12/2012,CTF,TF022216,CANADIAN CONSULTANT TRUST FUND (COUNTRY SPECIFIC),CA,Canada,Canadian International Development  Agency (CIDA),2000,$14108328.05,$0.00,$14108328.05,LCLS
09/12/2012,CTF,TF022220,CANADIAN CTF - SUSTAINABLE DEVELOPMENT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1739415.61,$0.00,$1739415.61,LCLS
09/12/2012,CTF,TF022620,CANADIAN CTF FOR E. & C. EUROPE & THE CIS,CA,Canada,Canadian International Development Agency Central and Eastern Europe Branch,2000,$2981938.94,$0.00,$2981938.94,LCLS
09/12/2012,CTF,TF020765,CANADIAN 'GENERAL' CONSULTANT TRUST FUND,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1940692.21,$0.00,$1940692.21,LCLS
09/12/2012,WSP,TFM21787,CAPACITY BUILDING FOR S. ASIA NAT'L & MUNICIPAL DECISION MAKERS,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$1063153.31,$0.00,$1063153.31,LCLS
09/12/2012,MISC,TFM21547,CAPACITY BUILDING ON GENDER IN THE LAC REGION,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$975202.01,$0.00,$975202.01,LCLS
09/12/2012,WBI,TFM28187,CAPACITY BUILDING PROGRAM IN ECONOMIC POLICY,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$140159.34,$0.00,$140159.34,LCLS
09/12/2012,WSP,TFM26595,CAPACITY BUILDING: URBAN WATER AND SANITATION,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$191914.00,$0.00,$191914.00,LCLS
09/12/2012,MISC,TFM27975,CAPE VERDE TRANSPORT & INFRASTRUCTURE,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$2820437.67,$0.00,$2820437.67,LCLS
09/12/2012,MISC,TFM28112,CARIBBEAN REGION H. R. DEVELOPMENT STUDY,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$88993.51,$0.00,$88993.51,LCLS
09/12/2012,MISC,TFM23935,CASE STUDIES ON WOMEN'S LEGAL STATUS,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$119985.00,$0.00,$119985.00,LCLS
09/12/2012,MISC,TFM22896,CASPIAN ENVIRONMENT PROGRAM,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$739703.21,$0.00,$739703.21,LCLS
09/12/2012,BRF,TFM26655,CEC DEMONSTRATION PROJECTS,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$4143617.79,$0.00,$4143617.79,LCLS
09/12/2012,BRF,TFM26657,CEC EXTRACTIVE RESERVE,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$5410606.26,$0.00,$5410606.26,LCLS
09/12/2012,BRF,TFM26654,CEC NATURAL RESOURCES POLICY PROJECT,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$17467554.31,$0.00,$17467554.31,LCLS
09/12/2012,BRF,TFM21948,CEC SCIENCE CENTERS & DIRECTED RESEARCH,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$8847229.70,$0.00,$8847229.70,LCLS
09/12/2012,MISC,TFM23415,CEC-MUNICIPAL ENVIRONMENT AUDIT PROJECT,E1,European Commission/European Union,EU-Commission of the European Communities,2000,$414361.78,$0.00,$414361.78,LCLS
09/12/2012,MISC,TFM20640,CEMENT PLANT FEASIBILITY STUDY,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2000,$196604.81,$0.00,$196604.81,LCLS
09/12/2012,MISC,TFM25105,CFC - BANANA IMPROVEMENT PROJECT,X3,International and Intergovernmental Organizations,,2000,$3325205.84,$0.00,$3325205.84,LCLS
09/12/2012,CGAP,TFM20674,CGAP - ADMINISTRATION (MULTIPLE DONOR),FR,France,France - Ministry of Foreign Affairs (including Ministry of Cooperation),2000,$1059438.05,$0.00,$1059438.05,LCLS
09/12/2012,CGAP,TFM20674,CGAP - ADMINISTRATION (MULTIPLE DONOR),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2000,$833332.32,$0.00,$833332.32,LCLS
09/12/2012,CGAP,TFM20674,CGAP - ADMINISTRATION (MULTIPLE DONOR),X4,Other Entities,,2000,$369420.00,$0.00,$369420.00,LCLS
09/12/2012,CGAP,TFM20674,CGAP - ADMINISTRATION (MULTIPLE DONOR),X4,Other Entities,,2000,$949999.48,$0.00,$949999.48,LCLS
09/12/2012,CGAP,TFM20678,CGAP - ADMINISTRATION (NETHERLANDS),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$412694.32,$0.00,$412694.32,LCLS
09/12/2012,CGAP,TF020677,CGAP - GRANTS (NETHERLANDS),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$2802609.12,$0.00,$2802609.12,LCLS
09/12/2012,CGIAR,TFM21820,CGIAR CENTERS,X4,Other Entities,,2000,$16623288.17,$0.00,$16623288.17,LCLS
09/12/2012,CGIAR,TFM21820,CGIAR CENTERS,X4,Other Entities,,2000,$216672869.64,$0.00,$216672869.64,LCLS
09/12/2012,CGIAR,TFM21760,CGIAR STABILIZATION MECHANISM,X4,Other Entities,,2000,$45377194.59,$0.00,$45377194.59,LCLS
09/12/2012,CGIAR,TFM22280,CGIAR-ITALIAN ACCOUNT,IT,Italy,Italy - Ministry of Foreign Affairs,2000,$98493574.92,$0.00,$98493574.92,LCLS
09/12/2012,CGIAR,TFM24211,CGIAR-SAF ILCA EXTERNAL REVIEW,X4,Other Entities,,2000,$350000.00,$0.00,$350000.00,LCLS
09/12/2012,CGIAR,TFM24213,CGIAR-SAF WARDA EXTERNAL REVIEW,X4,Other Entities,,2000,$25895.55,$0.00,$25895.55,LCLS
09/12/2012,MISC,TFM21726,CHAD - SECOND STRUCTURAL ADJUSTMENT CREDIT,CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2000,$3418335.95,$0.00,$3418335.95,LCLS
09/12/2012,MISC,TFM21528,CHILDREN INITIATIVE,NO,Norway,Norway - Ministry of Foreign Affairs,2000,$2211480.75,$0.00,$2211480.75,LCLS
09/12/2012,MISC,TFM22726,CHILDRENS VACCINE PROGRAM,X1,Private Non Profit Entities,,2000,$3650000.00,$0.00,$3650000.00,LCLS
09/12/2012,MISC,TFM28095,CHINA - EDUCATION FINANCE CONFERENCE,CN,China,China - Ministry of Agriculture,2000,$25800.00,$0.00,$25800.00,LCLS
09/12/2012,MISC,TFM23612,CHINA HEALTH NINE PROJECT - AUSAID FUNDING,AU,Australia,Australian Agency for International Development (AusAID),2000,$1163800.00,$0.00,$1163800.00,LCLS
09/12/2012,MISC,TFM22895,CHINA SHANGHAI ENVIRONMENT MASTER PLAN,AU,Australia,Australian Agency for International Development (AusAID),2000,$819811.90,$0.00,$819811.90,LCLS
09/12/2012,MISC,TFM23462,CIDA - BUSINESS ENABLING ENVIRONMENT PREPARATORY WORK IN THE BALKANS,CA,Canada,Canadian International Development Agency Central and Eastern Europe Branch,2000,$1268447.99,$0.00,$1268447.99,LCLS
09/12/2012,MISC,TFM26330,CIDA - MUTUALIST BANKING -SENEGAL,CA,Canada,Canadian International Development  Agency (CIDA),2000,$862729.15,$0.00,$862729.15,LCLS
09/12/2012,CTF,TF023451,CIDA CTF FOR GLOBAL ENVIRONMENT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1501804.20,$0.00,$1501804.20,LCLS
09/12/2012,IFC,TFM23606,CIDA GRANT FOR LEASING INDUSTRY GROWTH IN RUSSIA,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1444119.62,$0.00,$1444119.62,LCLS
09/12/2012,MISC,TFM23227,CIDA STAFF SECONDMENT TO NILE BASIN INITIATIVE,CA,Canada,Canadian International Development  Agency (CIDA),2000,$473356.78,$0.00,$473356.78,LCLS
09/12/2012,METAP,TFM21611,CIDA TF FOR TECH ASSIST TO METAP,CA,Canada,Canadian International Development  Agency (CIDA),2000,$97055.73,$0.00,$97055.73,LCLS
09/12/2012,WSP,TFM21493,CIDA WATER & SANITATION PROJECT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$18.62,$0.00,$18.62,LCLS
09/12/2012,WBI,TF021081,CIDA/EDI COLLABORATIVE PROGRAM - PHASE II,CA,Canada,Canadian International Development  Agency (CIDA),2000,$2703003.40,$0.00,$2703003.40,LCLS
09/12/2012,WBI,TF026475,CIDA/EDI COOPERATIVE PROGRAMME OF TECHNICAL ASSISTANCE,CA,Canada,Canadian International Development  Agency (CIDA),2000,$3629056.76,$0.00,$3629056.76,LCLS
09/12/2012,IFC,TFM22372,CIDA/IFC CORPORATE GOVERNANCE PROJECT,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1915218.52,$0.00,$1915218.52,LCLS
09/12/2012,IFC,TF024750,CIDA/IFC INDUSTRIAL COOPERATION FUND,CA,Canada,Canadian International Development  Agency (CIDA),2000,$935244.49,$0.00,$935244.49,LCLS
09/12/2012,IFC,TF024430,CIDA/IFC-INDUSTRIAL COOPERATION FUND,CA,Canada,Canadian International Development  Agency (CIDA),2000,$1064010.03,$0.00,$1064010.03,LCLS
09/12/2012,WBI,TFM20541,CIDA-SOCIAL POLICY REFORM IN TRANSITION ECONOMIES ( SPRITE),CA,Canada,Canadian International Development  Agency (CIDA),2000,$962136.34,$0.00,$962136.34,LCLS
09/12/2012,IFC,TF027035,CITF CTF,CA,Canada,Canadian International Development  Agency (CIDA),2000,$2100393.83,$0.00,$2100393.83,LCLS
09/12/2012,CITIES,TF023589,Cities Alliance Multi Donor Trust Fund,CA,Canada,Canadian International Development  Agency (CIDA),2000,$73684.40,$426683.04,$500367.44,ACTN
09/12/2012,CITIES,TF023589,Cities Alliance Multi Donor Trust Fund,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2000,$3100000.00,$0.00,$3100000.00,ACTN
